2023-11-22 16:41:07,402 INFO    StreamThr :15916 [internal.py:wandb_internal():89] W&B internal server running at pid: 15916, started at: 2023-11-22 16:41:07.402319
2023-11-22 16:41:07,406 DEBUG   HandlerThread:15916 [handler.py:handle_request():146] handle_request: status
2023-11-22 16:41:07,406 INFO    WriterThread:15916 [datastore.py:open_for_write():85] open: C:\Users\COMPUTOCKS\Desktop\semestre_5\machine_learning\wandb\run-20231122_164107-uo692dmd\run-uo692dmd.wandb
2023-11-22 16:41:07,406 DEBUG   SenderThread:15916 [sender.py:send():380] send: header
2023-11-22 16:41:07,482 DEBUG   SenderThread:15916 [sender.py:send():380] send: run
2023-11-22 16:41:07,807 INFO    SenderThread:15916 [dir_watcher.py:__init__():211] watching files in: C:\Users\COMPUTOCKS\Desktop\semestre_5\machine_learning\wandb\run-20231122_164107-uo692dmd\files
2023-11-22 16:41:07,807 INFO    SenderThread:15916 [sender.py:_start_run_threads():1127] run started: uo692dmd with start time 1700692867.402319
2023-11-22 16:41:07,839 DEBUG   HandlerThread:15916 [handler.py:handle_request():146] handle_request: check_version
2023-11-22 16:41:07,839 DEBUG   SenderThread:15916 [sender.py:send_request():407] send_request: check_version
2023-11-22 16:41:08,116 DEBUG   HandlerThread:15916 [handler.py:handle_request():146] handle_request: run_start
2023-11-22 16:41:08,141 DEBUG   HandlerThread:15916 [system_info.py:__init__():32] System info init
2023-11-22 16:41:08,141 DEBUG   HandlerThread:15916 [system_info.py:__init__():47] System info init done
2023-11-22 16:41:08,141 INFO    HandlerThread:15916 [system_monitor.py:start():194] Starting system monitor
2023-11-22 16:41:08,149 INFO    SystemMonitor:15916 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-22 16:41:08,149 INFO    HandlerThread:15916 [system_monitor.py:probe():214] Collecting system info
2023-11-22 16:41:08,149 INFO    SystemMonitor:15916 [interfaces.py:start():190] Started cpu monitoring
2023-11-22 16:41:08,158 DEBUG   HandlerThread:15916 [system_info.py:probe():196] Probing system
2023-11-22 16:41:08,159 INFO    SystemMonitor:15916 [interfaces.py:start():190] Started disk monitoring
2023-11-22 16:41:08,166 INFO    SystemMonitor:15916 [interfaces.py:start():190] Started memory monitoring
2023-11-22 16:41:08,184 INFO    SystemMonitor:15916 [interfaces.py:start():190] Started network monitoring
2023-11-22 16:41:08,184 DEBUG   HandlerThread:15916 [system_info.py:_probe_git():181] Probing git
2023-11-22 16:41:08,302 DEBUG   HandlerThread:15916 [system_info.py:_probe_git():189] Probing git done
2023-11-22 16:41:08,302 DEBUG   HandlerThread:15916 [system_info.py:probe():244] Probing system done
2023-11-22 16:41:08,302 DEBUG   HandlerThread:15916 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22621-SP0', 'python': '3.7.9', 'heartbeatAt': '2023-11-22T22:41:08.159621', 'startedAt': '2023-11-22T22:41:07.378245', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'c:/Users/COMPUTOCKS/Desktop/semestre_5/machine_learning/FFNN.py', 'codePathLocal': 'FFNN.py', 'codePath': 'FFNN.py', 'git': {'remote': 'https://github.com/aldogp14/machine_learning.git', 'commit': '7a0f9c36e7603245285ccda2c45f30ad0097ff2c'}, 'email': 'aldogp@lcg.unam.mx', 'root': 'C:/Users/COMPUTOCKS/Desktop/semestre_5/machine_learning', 'host': 'DESKTOP-J864HIV', 'username': 'COMPUTOCKS', 'executable': 'C:\\Users\\COMPUTOCKS\\AppData\\Local\\Programs\\Python\\Python37\\python.exe', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 1910.0, 'min': 0.0, 'max': 2112.0}, 'cpu_freq_per_core': [{'current': 1910.0, 'min': 0.0, 'max': 2112.0}], 'disk': {'/': {'total': 237.68847274780273, 'used': 103.29259490966797}}, 'memory': {'total': 7.837867736816406}}
2023-11-22 16:41:08,302 INFO    HandlerThread:15916 [system_monitor.py:probe():224] Finished collecting system info
2023-11-22 16:41:08,302 INFO    HandlerThread:15916 [system_monitor.py:probe():227] Publishing system info
2023-11-22 16:41:08,302 DEBUG   HandlerThread:15916 [system_info.py:_save_pip():53] Saving list of pip packages installed into the current environment
2023-11-22 16:41:08,303 DEBUG   HandlerThread:15916 [system_info.py:_save_pip():68] Saving pip packages done
2023-11-22 16:41:08,303 INFO    HandlerThread:15916 [system_monitor.py:probe():229] Finished publishing system info
2023-11-22 16:41:08,303 DEBUG   SenderThread:15916 [sender.py:send():380] send: files
2023-11-22 16:41:08,303 INFO    SenderThread:15916 [sender.py:_save_file():1380] saving file wandb-metadata.json with policy now
2023-11-22 16:41:08,323 DEBUG   HandlerThread:15916 [handler.py:handle_request():146] handle_request: stop_status
2023-11-22 16:41:08,323 DEBUG   HandlerThread:15916 [handler.py:handle_request():146] handle_request: internal_messages
2023-11-22 16:41:08,323 DEBUG   SenderThread:15916 [sender.py:send_request():407] send_request: stop_status
2023-11-22 16:41:08,490 DEBUG   SenderThread:15916 [sender.py:send():380] send: telemetry
2023-11-22 16:41:08,514 DEBUG   SenderThread:15916 [sender.py:send():380] send: exit
2023-11-22 16:41:08,514 INFO    SenderThread:15916 [sender.py:send_exit():585] handling exit code: 1
2023-11-22 16:41:08,514 INFO    SenderThread:15916 [sender.py:send_exit():587] handling runtime: 0
2023-11-22 16:41:08,516 INFO    SenderThread:15916 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
2023-11-22 16:41:08,516 INFO    SenderThread:15916 [sender.py:send_exit():593] send defer
2023-11-22 16:41:08,516 DEBUG   HandlerThread:15916 [handler.py:handle_request():146] handle_request: defer
2023-11-22 16:41:08,516 INFO    HandlerThread:15916 [handler.py:handle_request_defer():172] handle defer: 0
2023-11-22 16:41:08,516 DEBUG   SenderThread:15916 [sender.py:send_request():407] send_request: defer
2023-11-22 16:41:08,516 INFO    SenderThread:15916 [sender.py:send_request_defer():609] handle sender defer: 0
2023-11-22 16:41:08,516 INFO    SenderThread:15916 [sender.py:transition_state():613] send defer: 1
2023-11-22 16:41:08,516 DEBUG   HandlerThread:15916 [handler.py:handle_request():146] handle_request: defer
2023-11-22 16:41:08,516 INFO    HandlerThread:15916 [handler.py:handle_request_defer():172] handle defer: 1
2023-11-22 16:41:08,516 DEBUG   SenderThread:15916 [sender.py:send_request():407] send_request: defer
2023-11-22 16:41:08,516 INFO    SenderThread:15916 [sender.py:send_request_defer():609] handle sender defer: 1
2023-11-22 16:41:08,516 INFO    SenderThread:15916 [sender.py:transition_state():613] send defer: 2
2023-11-22 16:41:08,516 DEBUG   HandlerThread:15916 [handler.py:handle_request():146] handle_request: defer
2023-11-22 16:41:08,516 INFO    HandlerThread:15916 [handler.py:handle_request_defer():172] handle defer: 2
2023-11-22 16:41:08,516 INFO    HandlerThread:15916 [system_monitor.py:finish():203] Stopping system monitor
2023-11-22 16:41:08,516 INFO    HandlerThread:15916 [interfaces.py:finish():202] Joined cpu monitor
2023-11-22 16:41:08,516 DEBUG   SystemMonitor:15916 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2023-11-22 16:41:08,516 INFO    HandlerThread:15916 [interfaces.py:finish():202] Joined disk monitor
2023-11-22 16:41:08,516 DEBUG   SystemMonitor:15916 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2023-11-22 16:41:08,516 INFO    HandlerThread:15916 [interfaces.py:finish():202] Joined memory monitor
2023-11-22 16:41:08,522 DEBUG   SystemMonitor:15916 [system_monitor.py:_start():183] Publishing last batch of metrics
2023-11-22 16:41:08,522 INFO    HandlerThread:15916 [interfaces.py:finish():202] Joined network monitor
2023-11-22 16:41:08,522 DEBUG   SenderThread:15916 [sender.py:send_request():407] send_request: defer
2023-11-22 16:41:08,522 INFO    SenderThread:15916 [sender.py:send_request_defer():609] handle sender defer: 2
2023-11-22 16:41:08,522 INFO    SenderThread:15916 [sender.py:transition_state():613] send defer: 3
2023-11-22 16:41:08,522 DEBUG   SenderThread:15916 [sender.py:send():380] send: stats
2023-11-22 16:41:08,522 DEBUG   HandlerThread:15916 [handler.py:handle_request():146] handle_request: defer
2023-11-22 16:41:08,522 INFO    HandlerThread:15916 [handler.py:handle_request_defer():172] handle defer: 3
2023-11-22 16:41:08,522 DEBUG   SenderThread:15916 [sender.py:send_request():407] send_request: defer
2023-11-22 16:41:08,522 INFO    SenderThread:15916 [sender.py:send_request_defer():609] handle sender defer: 3
2023-11-22 16:41:08,522 INFO    SenderThread:15916 [sender.py:transition_state():613] send defer: 4
2023-11-22 16:41:08,522 DEBUG   HandlerThread:15916 [handler.py:handle_request():146] handle_request: defer
2023-11-22 16:41:08,522 INFO    HandlerThread:15916 [handler.py:handle_request_defer():172] handle defer: 4
2023-11-22 16:41:08,522 DEBUG   SenderThread:15916 [sender.py:send_request():407] send_request: defer
2023-11-22 16:41:08,522 INFO    SenderThread:15916 [sender.py:send_request_defer():609] handle sender defer: 4
2023-11-22 16:41:08,522 INFO    SenderThread:15916 [sender.py:transition_state():613] send defer: 5
2023-11-22 16:41:08,522 DEBUG   HandlerThread:15916 [handler.py:handle_request():146] handle_request: defer
2023-11-22 16:41:08,522 INFO    HandlerThread:15916 [handler.py:handle_request_defer():172] handle defer: 5
2023-11-22 16:41:08,522 DEBUG   SenderThread:15916 [sender.py:send():380] send: summary
2023-11-22 16:41:08,522 INFO    SenderThread:15916 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
2023-11-22 16:41:08,522 DEBUG   SenderThread:15916 [sender.py:send_request():407] send_request: defer
2023-11-22 16:41:08,522 INFO    SenderThread:15916 [sender.py:send_request_defer():609] handle sender defer: 5
2023-11-22 16:41:08,522 INFO    SenderThread:15916 [sender.py:transition_state():613] send defer: 6
2023-11-22 16:41:08,522 DEBUG   HandlerThread:15916 [handler.py:handle_request():146] handle_request: defer
2023-11-22 16:41:08,522 INFO    HandlerThread:15916 [handler.py:handle_request_defer():172] handle defer: 6
2023-11-22 16:41:08,522 DEBUG   SenderThread:15916 [sender.py:send_request():407] send_request: defer
2023-11-22 16:41:08,522 INFO    SenderThread:15916 [sender.py:send_request_defer():609] handle sender defer: 6
2023-11-22 16:41:08,530 DEBUG   HandlerThread:15916 [handler.py:handle_request():146] handle_request: status_report
2023-11-22 16:41:08,660 INFO    SenderThread:15916 [sender.py:transition_state():613] send defer: 7
2023-11-22 16:41:08,660 DEBUG   HandlerThread:15916 [handler.py:handle_request():146] handle_request: defer
2023-11-22 16:41:08,660 INFO    HandlerThread:15916 [handler.py:handle_request_defer():172] handle defer: 7
2023-11-22 16:41:08,660 DEBUG   SenderThread:15916 [sender.py:send_request():407] send_request: defer
2023-11-22 16:41:08,660 INFO    SenderThread:15916 [sender.py:send_request_defer():609] handle sender defer: 7
2023-11-22 16:41:08,748 INFO    wandb-upload_0:15916 [upload_job.py:push():131] Uploaded file C:\Users\COMPUT~1\AppData\Local\Temp\tmpzx92xjf_wandb\w1ge5pwl-wandb-metadata.json
2023-11-22 16:41:08,807 INFO    Thread-16 :15916 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\COMPUTOCKS\Desktop\semestre_5\machine_learning\wandb\run-20231122_164107-uo692dmd\files\config.yaml
2023-11-22 16:41:08,815 INFO    Thread-16 :15916 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\COMPUTOCKS\Desktop\semestre_5\machine_learning\wandb\run-20231122_164107-uo692dmd\files\wandb-summary.json
