2023-11-16 20:37:35,122 INFO    StreamThr :5920 [internal.py:wandb_internal():89] W&B internal server running at pid: 5920, started at: 2023-11-16 20:37:35.119316
2023-11-16 20:37:35,125 DEBUG   HandlerThread:5920 [handler.py:handle_request():146] handle_request: status
2023-11-16 20:37:35,129 INFO    WriterThread:5920 [datastore.py:open_for_write():85] open: C:\Users\COMPUTOCKS\Desktop\semestre_5\machine_learning\wandb\run-20231116_203735-e3h51b1k\run-e3h51b1k.wandb
2023-11-16 20:37:35,132 DEBUG   SenderThread:5920 [sender.py:send():380] send: header
2023-11-16 20:37:35,192 DEBUG   SenderThread:5920 [sender.py:send():380] send: run
2023-11-16 20:37:35,765 INFO    SenderThread:5920 [dir_watcher.py:__init__():211] watching files in: C:\Users\COMPUTOCKS\Desktop\semestre_5\machine_learning\wandb\run-20231116_203735-e3h51b1k\files
2023-11-16 20:37:35,765 INFO    SenderThread:5920 [sender.py:_start_run_threads():1125] run started: e3h51b1k with start time 1700188655.123091
2023-11-16 20:37:35,773 DEBUG   HandlerThread:5920 [handler.py:handle_request():146] handle_request: check_version
2023-11-16 20:37:35,773 DEBUG   SenderThread:5920 [sender.py:send_request():407] send_request: check_version
2023-11-16 20:37:36,234 DEBUG   HandlerThread:5920 [handler.py:handle_request():146] handle_request: run_start
2023-11-16 20:37:36,259 DEBUG   HandlerThread:5920 [system_info.py:__init__():32] System info init
2023-11-16 20:37:36,259 DEBUG   HandlerThread:5920 [system_info.py:__init__():47] System info init done
2023-11-16 20:37:36,259 INFO    HandlerThread:5920 [system_monitor.py:start():194] Starting system monitor
2023-11-16 20:37:36,259 INFO    SystemMonitor:5920 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-16 20:37:36,259 INFO    HandlerThread:5920 [system_monitor.py:probe():214] Collecting system info
2023-11-16 20:37:36,267 INFO    SystemMonitor:5920 [interfaces.py:start():190] Started cpu monitoring
2023-11-16 20:37:36,267 DEBUG   HandlerThread:5920 [system_info.py:probe():196] Probing system
2023-11-16 20:37:36,267 INFO    SystemMonitor:5920 [interfaces.py:start():190] Started disk monitoring
2023-11-16 20:37:36,274 INFO    SystemMonitor:5920 [interfaces.py:start():190] Started memory monitoring
2023-11-16 20:37:36,283 INFO    SystemMonitor:5920 [interfaces.py:start():190] Started network monitoring
2023-11-16 20:37:36,298 DEBUG   HandlerThread:5920 [system_info.py:_probe_git():181] Probing git
2023-11-16 20:37:36,494 DEBUG   HandlerThread:5920 [system_info.py:_probe_git():189] Probing git done
2023-11-16 20:37:36,494 DEBUG   HandlerThread:5920 [system_info.py:probe():244] Probing system done
2023-11-16 20:37:36,494 DEBUG   HandlerThread:5920 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22621-SP0', 'python': '3.7.9', 'heartbeatAt': '2023-11-17T02:37:36.267210', 'startedAt': '2023-11-17T02:37:35.082221', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'c:/Users/COMPUTOCKS/Desktop/semestre_5/machine_learning/FFNN.py', 'codePathLocal': 'FFNN.py', 'codePath': 'FFNN.py', 'git': {'remote': 'https://github.com/aldogp14/machine_learning.git', 'commit': '0e4dd76f2ec96f2ee618f32ff94067354bc42310'}, 'email': 'aldogp@lcg.unam.mx', 'root': 'C:/Users/COMPUTOCKS/Desktop/semestre_5/machine_learning', 'host': 'DESKTOP-J864HIV', 'username': 'COMPUTOCKS', 'executable': 'C:\\Users\\COMPUTOCKS\\AppData\\Local\\Programs\\Python\\Python37\\python.exe', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 1910.0, 'min': 0.0, 'max': 2112.0}, 'cpu_freq_per_core': [{'current': 1910.0, 'min': 0.0, 'max': 2112.0}], 'disk': {'/': {'total': 237.68847274780273, 'used': 102.7831802368164}}, 'memory': {'total': 7.837867736816406}}
2023-11-16 20:37:36,494 INFO    HandlerThread:5920 [system_monitor.py:probe():224] Finished collecting system info
2023-11-16 20:37:36,494 INFO    HandlerThread:5920 [system_monitor.py:probe():227] Publishing system info
2023-11-16 20:37:36,494 DEBUG   HandlerThread:5920 [system_info.py:_save_pip():53] Saving list of pip packages installed into the current environment
2023-11-16 20:37:36,494 DEBUG   HandlerThread:5920 [system_info.py:_save_pip():68] Saving pip packages done
2023-11-16 20:37:36,494 INFO    HandlerThread:5920 [system_monitor.py:probe():229] Finished publishing system info
2023-11-16 20:37:36,501 DEBUG   SenderThread:5920 [sender.py:send():380] send: files
2023-11-16 20:37:36,501 INFO    SenderThread:5920 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-11-16 20:37:36,519 DEBUG   HandlerThread:5920 [handler.py:handle_request():146] handle_request: stop_status
2023-11-16 20:37:36,519 DEBUG   HandlerThread:5920 [handler.py:handle_request():146] handle_request: internal_messages
2023-11-16 20:37:36,519 DEBUG   SenderThread:5920 [sender.py:send_request():407] send_request: stop_status
2023-11-16 20:37:36,559 DEBUG   HandlerThread:5920 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 20:37:36,591 DEBUG   HandlerThread:5920 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 20:37:36,604 DEBUG   HandlerThread:5920 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 20:37:36,621 DEBUG   HandlerThread:5920 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 20:37:36,646 DEBUG   HandlerThread:5920 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 20:37:36,662 DEBUG   HandlerThread:5920 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 20:37:36,693 DEBUG   HandlerThread:5920 [handler.py:handle_request():146] handle_request: partial_history
