2023-11-22 16:34:08,672 INFO    StreamThr :11684 [internal.py:wandb_internal():89] W&B internal server running at pid: 11684, started at: 2023-11-22 16:34:08.672882
2023-11-22 16:34:08,679 DEBUG   HandlerThread:11684 [handler.py:handle_request():146] handle_request: status
2023-11-22 16:34:08,690 INFO    WriterThread:11684 [datastore.py:open_for_write():85] open: C:\Users\COMPUTOCKS\Desktop\semestre_5\machine_learning\wandb\run-20231122_163408-oy33ke86\run-oy33ke86.wandb
2023-11-22 16:34:08,693 DEBUG   SenderThread:11684 [sender.py:send():380] send: header
2023-11-22 16:34:08,750 DEBUG   SenderThread:11684 [sender.py:send():380] send: run
2023-11-22 16:34:09,197 INFO    SenderThread:11684 [dir_watcher.py:__init__():211] watching files in: C:\Users\COMPUTOCKS\Desktop\semestre_5\machine_learning\wandb\run-20231122_163408-oy33ke86\files
2023-11-22 16:34:09,197 INFO    SenderThread:11684 [sender.py:_start_run_threads():1125] run started: oy33ke86 with start time 1700692448.672882
2023-11-22 16:34:09,206 DEBUG   HandlerThread:11684 [handler.py:handle_request():146] handle_request: check_version
2023-11-22 16:34:09,206 DEBUG   SenderThread:11684 [sender.py:send_request():407] send_request: check_version
2023-11-22 16:34:09,504 DEBUG   HandlerThread:11684 [handler.py:handle_request():146] handle_request: run_start
2023-11-22 16:34:09,529 DEBUG   HandlerThread:11684 [system_info.py:__init__():32] System info init
2023-11-22 16:34:09,529 DEBUG   HandlerThread:11684 [system_info.py:__init__():47] System info init done
2023-11-22 16:34:09,529 INFO    HandlerThread:11684 [system_monitor.py:start():194] Starting system monitor
2023-11-22 16:34:09,529 INFO    SystemMonitor:11684 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-22 16:34:09,529 INFO    HandlerThread:11684 [system_monitor.py:probe():214] Collecting system info
2023-11-22 16:34:09,536 INFO    SystemMonitor:11684 [interfaces.py:start():190] Started cpu monitoring
2023-11-22 16:34:09,536 DEBUG   HandlerThread:11684 [system_info.py:probe():196] Probing system
